,Info_By_EuropePMC_Api
abstractText,"Invasive alien plants (IAPs) pose a significant threat to island biodiversity and severely impact ecosystems. Understanding the species-area relationship and environmental determinants of growth forms for IAP species on subtropical islands is crucial for establishing an IAP's early warning mechanism, enhancing island ecological management, and protecting the ecosystems of Fujian and other subtropical islands. The study identified significant species-area relationships for IAPs and different life-form plants (trees, shrubs, and herbs), with slopes of 0.27, 0.16, 0.15, and 0.24, respectively. The small island effect does not apply to all species. Isolation has little effect on species richness, and the IAPs on Fujian islands do not conform to the isolation effect in island biogeography. Landscape factors are the main determinants of IAPs and different life-form species richness, with area, shape index, and perimeter-area ratio being the three primary landscape factors. These environmental factors are closely related to habitat heterogeneity. Besides landscape factors, different life forms respond differently to environmental factors. Climate drives the species richness distribution of shrubs and herbs, while trees are mainly influenced by human activities. Overall, landscape, human disturbance, and climate jointly drive the distribution of IAPs, with landscape factors being the most significant."
affiliation,"College of Landscape Architecture and Art, Fujian Agriculture and Forestry University, Fuzhou 350100, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['research-article', 'Journal Article']}"
grantsList,"{'grant': [{'grantId': 'CXZX2019086', 'agency': 'Fujian A&F University Science and Technology Innovation Special Fund', 'orderIn': '0'}, {'grantId': '2018Y3006', 'agency': 'Fujian Province Regional Development Science and Technology Plan', 'orderIn': '0'}, {'grantId': 'YSYLbdpy3', 'agency': 'Discipline and Professional Construction of the School of Landscape Architecture, School of Art, Fujian A&F University', 'orderIn': '0'}, {'grantId': '115/KH230123A', 'agency': 'Introduction and application of suitable species in abandoned sandy land', 'orderIn': '0'}, {'grantId': '115/KH230123A', 'agency': 'Introduction and application of suitable species in abandoned sandy land, Science and Technology Development Center of Changle District, Fuzhou', 'orderIn': '0'}, {'grantId': 'CXZX2019086', 'agency': 'Fujian A&amp;amp;F University Science and Technology Innovation Special Fund', 'orderIn': '0'}, {'grantId': 'YSYLbdpy3', 'agency': 'Discipline and Professional Construction of the School of Landscape Architecture, School of Art, Fujian A&amp;amp;F University', 'orderIn': '0'}]}"
keywordList,"{'keyword': ['Fujian', 'Island biogeography', 'Life form', 'Species–area Relationship', 'Small Island Effect']}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3390/plants13172437'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11397202'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11397202?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,1
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-09-14
firstIndexDate,2024-09-15
fullTextReceivedDate,2024-10-28
dateOfRevision,2024-09-16
electronicPublicationDate,2024-08-31
firstPublicationDate,2024-08-31
