,Info_By_EuropePMC_Api
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Anopheles', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Lantana', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Acetylcholinesterase', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'ME', 'qualifierName': 'metabolism', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Glutathione Transferase', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'AI', 'qualifierName': 'antagonists & inhibitors', 'majorTopic_YN': 'N'}, {'abbreviation': 'ME', 'qualifierName': 'metabolism', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Oils, Volatile', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Emulsions'}, {'majorTopic_YN': 'N', 'descriptorName': 'Enzyme Inhibitors', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Insecticides', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Mosquito Control', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'MT', 'qualifierName': 'methods', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Larva', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Kinetics'}, {'majorTopic_YN': 'N', 'descriptorName': 'Mosquito Vectors', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}]}"
chemicalList,"{'chemical': [{'name': 'Acetylcholinesterase', 'registryNumber': 'EC 3.1.1.7'}, {'name': 'Insecticides', 'registryNumber': '0'}, {'name': 'Oils, Volatile', 'registryNumber': '0'}, {'name': 'Enzyme Inhibitors', 'registryNumber': '0'}, {'name': 'Emulsions', 'registryNumber': '0'}, {'name': 'Glutathione Transferase', 'registryNumber': 'EC 2.5.1.18'}]}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1038/s41598-024-67148-w'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11250815'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11250815?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,4
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-07-15
dateOfCreation,2024-07-15
firstIndexDate,2024-07-16
fullTextReceivedDate,2024-07-18
dateOfRevision,2024-08-01
electronicPublicationDate,2024-07-15
firstPublicationDate,2024-07-15
