,Info_By_EuropePMC_Api
abstractText,"Mosquitoes, one of the deadliest animals on the planet, cause millions of fatalities each year by transmitting several human illnesses. Synthetic pesticides were previously used to prevent the spread of diseases by mosquitoes, which was effective in protecting humans but caused serious human health problems, environmental damage, and developed mosquito pesticide resistance. This research focuses on exploring new, more effective, safer, and environmentally friendly compounds to improve mosquito vector management. Phytochemicals are possible biological agents for controlling pests and many are target-specific, rapidly biodegradable, and eco-friendly. The potential of extracts of Lantana camara, Melia azedarach, Nerium oleander, Ricinus communis, and Withania somnifera against 3rd instar Culex pipiens (Common house mosquito) larvae was evaluated. Methanol extracts had more toxic effects against Cx. pipiens larvae (95-100%, 24 h post-treatment) than aqueous extracts (63-91%, 24 h post-treatment). The methanol extracts of Nerium oleander (LC<sub>50</sub> = 158.92 ppm) and Ricinus communis (LC<sub>50</sub> = 175.04 ppm) were very effective at killing mosquito larvae, 24 h after treatment. N. oleander (LC<sub>50</sub> = 373.29 ppm) showed high efficacy in aqueous plant extracts. Among the different extracts of the five plants screened, the methanol extract of R. communis recorded the highest ovicidal activity of 5% at 800 ppm concentration. Total developmental duration and growth index were highly affected by R. communis and M. azedarach methanol extracts. In field tests it was clear that plant extracts decreased mosquito larval density, especially when mixed with mosquito Bti briquette, with stability up to seven days for N. oleander. GC-MS results showed that the methanol extract had a higher number of chemical compounds, particularly with more terpene compounds. A high-performance liquid chromatography (HPLC) technique was used to detect the existence of non-volatile polyphenols and flavonoids. All five methanol extracts showed high concentrations of active ingredients such as gallic acid, chlorogenic acid (more than 100 μg/ml) and the rosmarinic acid was also found in all the five extracts in addition to 17 active polyphenols and flavonoids presented at moderate to low concentrations. Molecular modeling of 18 active ingredients detected by the HPLC were performed to the vicinity of one of the fatty acid binding proteins of lm-FABP (PDB code: 2FLJ). Rutin, Caffeic acid, coumaric acid and rosmarinic acid which presented densely in R. communis and N. oleander showed multiple and stable intermolecular hydrogen bonding and π-π stacking interactions. The inhibition ability of the fatty acid binding protein, FABP4, was evaluated with remarkable receptor inhibition evident, especially with R. communis and N. oleander having inhibitory concentrations of IC<sub>50</sub> = 0.425 and 0.599 µg/mL, respectively. The active phytochemical compounds in the plants suggest promising larvicidal and ovicidal activity, and have potential as a safe and effective alternative to synthetic insecticides."
affiliation,"Entomology Department, Faculty of Science, Benha University, Benha, 13518, Qalyubiya, Egypt."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['research-article', 'Journal Article']}"
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Culex', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}, {'abbreviation': 'GD', 'qualifierName': 'growth & development', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'West Nile virus', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Nerium', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Ricinus', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Melia azedarach', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Lantana', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Plants, Medicinal', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'West Nile Fever'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Plant Extracts', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Insecticides', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Mosquito Control', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'MT', 'qualifierName': 'methods', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Larva', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Mosquito Vectors', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}]}"
keywordList,"{'keyword': ['Culex pipiens', 'Gc–ms', 'Medicinal Plant Extracts', 'Larvicidal', 'Docking Study', 'Ovicidal']}"
chemicalList,"{'chemical': [{'name': 'Plant Extracts', 'registryNumber': '0'}, {'name': 'Insecticides', 'registryNumber': '0'}]}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1038/s41598-024-69449-6'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11350158'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11350158?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,4
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by-nc-nd
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,Y
tmAccessionTypeList,{'accessionType': 'pdb'}
dateOfCompletion,2024-08-27
dateOfCreation,2024-08-27
firstIndexDate,2024-08-28
fullTextReceivedDate,2024-09-02
dateOfRevision,2024-08-30
electronicPublicationDate,2024-08-23
firstPublicationDate,2024-08-23
