,Info_By_EuropePMC_Api
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by-nc-nd
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-12-19
dateOfCreation,2024-12-19
firstIndexDate,2024-12-19
fullTextReceivedDate,2024-12-23
dateOfRevision,2025-01-04
electronicPublicationDate,2024-12-18
firstPublicationDate,2024-12-18
