,Info_By_EuropePMC_Api
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Moths', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Corchorus'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Silver', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'TO', 'qualifierName': 'toxicity', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Plant Extracts', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'TO', 'qualifierName': 'toxicity', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'X-Ray Diffraction'}, {'majorTopic_YN': 'N', 'descriptorName': 'Lethal Dose 50'}, {'majorTopic_YN': 'N', 'descriptorName': 'Larva'}, {'majorTopic_YN': 'N', 'descriptorName': 'Particle Size'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Agriculture', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'MT', 'qualifierName': 'methods', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Metal Nanoparticles', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'TO', 'qualifierName': 'toxicity', 'majorTopic_YN': 'N'}, {'abbreviation': 'UL', 'qualifierName': 'ultrastructure', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Biological Control Agents', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'TO', 'qualifierName': 'toxicity', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Ocimum sanctum', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}]}"
keywordList,"{'keyword': ['Sustainable pest management', 'Environmental friendly', 'Ocimum Sanctum', 'Jute', 'Ag Nanoparticles', 'Bio-active Components', 'Spilosoma Obliqua', 'Crude Tulsi Extract', 'Lc50 Analysis', 'Nano-biopesticide']}"
chemicalList,"{'chemical': [{'name': 'Plant Extracts', 'registryNumber': '0'}, {'name': 'Biological Control Agents', 'registryNumber': '0'}, {'name': 'Silver', 'registryNumber': '3M4G523W1G'}]}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'doi', 'site': 'Unpaywall', 'url': 'https://doi.org/10.1038/s41598-025-87727-9'}, {'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1038/s41598-025-87727-9'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11772576'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11772576?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by-nc-nd
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2025-01-30
dateOfCreation,2025-01-27
firstIndexDate,2025-01-28
fullTextReceivedDate,2025-02-03
dateOfRevision,2025-04-10
electronicPublicationDate,2025-01-27
firstPublicationDate,2025-01-27
