,Info_By_EuropePMC_Api
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Cichlids'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Streptococcus agalactiae', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Plant Leaves'}, {'majorTopic_YN': 'N', 'descriptorName': 'Plants, Medicinal'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Streptococcal Infections', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'DT', 'qualifierName': 'drug therapy', 'majorTopic_YN': 'N'}, {'abbreviation': 'MI', 'qualifierName': 'microbiology', 'majorTopic_YN': 'N'}, {'abbreviation': 'VE', 'qualifierName': 'veterinary', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Fish Diseases', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'MI', 'qualifierName': 'microbiology', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Zinc Oxide', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'RNA, Ribosomal, 16S'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Plant Extracts', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Egypt'}, {'majorTopic_YN': 'N', 'descriptorName': 'Nanoparticles', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}]}"
keywordList,"{'keyword': ['Phylogenetic analysis', 'RAPD analysis', 'Pathogenicity', 'Nile tilapia', 'Streptococcus Agalactiae', 'Zinc Oxide Nanoparticles', 'Biofilm Formation', 'Medicinal Plants’ Antibacterial Activity']}"
chemicalList,"{'chemical': [{'name': 'Plant Extracts', 'registryNumber': '0'}, {'name': 'RNA, Ribosomal, 16S', 'registryNumber': '0'}, {'name': 'Zinc Oxide', 'registryNumber': 'SOI2LOH54Z'}]}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1186/s12917-024-04298-z'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11475875'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11475875?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,2
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,Y
tmAccessionTypeList,"{'accessionType': ['gen', 'refseq']}"
dateOfCompletion,2024-10-15
dateOfCreation,2024-10-14
firstIndexDate,2024-10-15
fullTextReceivedDate,2024-10-30
dateOfRevision,2024-10-18
electronicPublicationDate,2024-10-15
firstPublicationDate,2024-10-15
