,Info_By_EuropePMC_Api
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'N', 'descriptorName': 'Humans'}, {'majorTopic_YN': 'N', 'descriptorName': 'Bees'}, {'majorTopic_YN': 'N', 'descriptorName': 'Conservation of Natural Resources'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Ecosystem'}, {'majorTopic_YN': 'N', 'descriptorName': 'Biodiversity'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Honey', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'EC', 'qualifierName': 'economics', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Adult'}, {'majorTopic_YN': 'N', 'descriptorName': 'Middle Aged'}, {'majorTopic_YN': 'N', 'descriptorName': 'Mexico'}, {'majorTopic_YN': 'N', 'descriptorName': 'Female'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Wetlands'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Beekeeping', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'EC', 'qualifierName': 'economics', 'majorTopic_YN': 'N'}, {'abbreviation': 'MT', 'qualifierName': 'methods', 'majorTopic_YN': 'N'}]}}]}"
keywordList,"{'keyword': ['Conservation strategies', 'Beekeeping', 'Floral Phenology', 'Management Techniques', 'Sustainable Beekeeping', 'Economical Alternative', 'Mangrove Honey']}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1186/s13002-025-00794-0'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC12147363'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC12147363?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by-nc-nd
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2025-06-10
dateOfCreation,2025-06-09
firstIndexDate,2025-06-12
fullTextReceivedDate,2025-06-11
dateOfRevision,2025-06-12
electronicPublicationDate,2025-06-09
firstPublicationDate,2025-06-09
